g3465.t1	sp|Q9TXQ1|TNKS1_CAEEL	33.705	448	263	11	5851	7170	1786	2207	2.33e-57	225
g3465.t2	sp|Q9TXQ1|TNKS1_CAEEL	32.081	692	406	24	1072	3021	102	771	2.15e-63	245
g3465.t2	sp|Q9TXQ1|TNKS1_CAEEL	33.259	448	265	10	5923	7242	1786	2207	2.08e-57	225
g3465.t3	sp|Q9TXQ1|TNKS1_CAEEL	32.081	692	406	24	1072	3021	102	771	2.11e-63	245
g3465.t3	sp|Q9TXQ1|TNKS1_CAEEL	33.857	446	263	11	5851	7164	1786	2207	1.45e-57	226
g3465.t4	sp|Q9TXQ1|TNKS1_CAEEL	31.161	706	408	26	1072	3063	102	771	9.77e-63	243
g3465.t4	sp|Q9TXQ1|TNKS1_CAEEL	33.705	448	263	11	5893	7212	1786	2207	2.35e-57	225
g3465.t5	sp|Q9TXQ1|TNKS1_CAEEL	31.161	706	408	26	1072	3063	102	771	9.77e-63	243
g3465.t5	sp|Q9TXQ1|TNKS1_CAEEL	33.705	448	263	11	5893	7212	1786	2207	2.35e-57	225
g3466.t1	sp|A0NLY7|ISAHY_ROSAI	32.093	215	127	5	169	789	59	262	1.24e-26	107
g3468.t1	sp|Q9VBW3|CAD96_DROME	50.534	281	137	1	10	852	476	754	1.32e-98	309
g3469.t1	sp|Q5VT25|MRCKA_HUMAN	56.511	814	333	7	13	2409	3	810	0.0	903
g3470.t1	sp|Q3UU96|MRCKA_MOUSE	44.686	828	384	15	1	2349	845	1643	0.0	666
g3471.t1	sp|Q9NZM5|NOP53_HUMAN	32.867	429	246	10	13	1191	32	454	9.22e-41	154
g3472.t1	sp|Q6P5P3|TTC9C_RAT	32.701	211	98	4	49	678	3	170	7.56e-26	102
g3473.t1	sp|Q924S7|SPRE2_MOUSE	35.129	427	219	16	4	1230	3	389	1.62e-65	218
g3475.t1	sp|P29374|ARI4A_HUMAN	43.596	406	215	7	1	1191	1	401	3.70e-70	263
g3477.t1	sp|Q8C5L7|RBM34_MOUSE	47.849	186	95	2	544	1098	188	372	1.07e-58	200
g3479.t1	sp|Q9HDC9|APMAP_HUMAN	36.134	357	221	5	217	1281	62	413	4.58e-76	246
g3480.t1	sp|Q920M9|SIAH1_RAT	87.843	255	31	0	76	840	28	282	5.48e-172	479
g3481.t1	sp|O97529|ANXA8_RABIT	30.844	308	188	5	772	1620	16	323	6.34e-34	135
g3481.t2	sp|O97529|ANXA8_RABIT	30.844	308	188	5	769	1617	16	323	6.24e-34	135
g3489.t1	sp|Q9TXQ1|TNKS1_CAEEL	30.973	678	407	25	880	2838	99	740	4.23e-57	224
g3489.t1	sp|Q9TXQ1|TNKS1_CAEEL	25.578	649	362	22	5602	7278	1656	2273	9.63e-39	164
g3489.t2	sp|Q9TXQ1|TNKS1_CAEEL	28.631	482	305	17	880	2277	99	557	4.66e-33	141
g3492.t1	sp|P11498|PYC_HUMAN	68.646	1145	356	3	250	3684	36	1177	0.0	1575
g3493.t1	sp|Q9XY07|KARG_STIJA	67.473	372	118	2	1	1116	1	369	0.0	537
g3494.t1	sp|Q9H1D9|RPC6_HUMAN	62.658	316	118	0	1	948	1	316	2.61e-151	430
g3495.t1	sp|Q5RBG4|KAT5_PONAB	55.847	496	152	10	43	1452	7	461	5.68e-174	500
g3503.t1	sp|F1RAX8|COQ6_DANRE	49.105	391	167	5	190	1278	25	411	8.75e-123	369
g3504.t1	sp|Q8WMD0|COMD1_CANLF	46.795	156	83	0	1	468	1	156	7.20e-49	159
g3505.t1	sp|Q02280|KCNAE_DROME	61.224	735	245	10	1	2118	53	776	0.0	867
g3505.t2	sp|Q02280|KCNAE_DROME	61.265	759	254	10	22	2211	29	776	0.0	901
g3506.t1	sp|Q8BMT9|HHAT_MOUSE	32.372	312	207	1	361	1284	173	484	1.47e-44	166
g3511.t1	sp|Q8CCP0|NEMF_MOUSE	66.981	106	34	1	97	414	954	1058	8.62e-35	131
g3512.t1	sp|Q8CCP0|NEMF_MOUSE	50.862	232	99	5	1	654	550	780	8.30e-67	234
g3513.t1	sp|O60524|NEMF_HUMAN	54.198	524	213	4	1	1497	1	522	2.79e-175	525
g3514.t1	sp|Q9EQT3|RHOU_MOUSE	70.857	175	51	0	229	753	53	227	1.38e-89	270
g3517.t1	sp|Q3T1I9|RPAP1_RAT	34.202	883	520	14	4	2610	551	1386	3.67e-133	435
g3519.t1	sp|Q9BWH6|RPAP1_HUMAN	35.055	542	261	17	1	1491	2	497	3.10e-59	216
g3522.t1	sp|Q6IQE9|ALKB6_DANRE	55.274	237	93	2	16	723	10	234	1.09e-82	249
g3523.t1	sp|O62830|PPM1B_BOVIN	62.468	389	136	4	1	1140	1	388	6.58e-176	501
g3526.t1	sp|C3XRY1|NO66_BRAFL	51.852	243	78	3	505	1149	185	416	6.38e-76	250
g3531.t1	sp|A3QJU3|COQ8B_DANRE	63.205	443	161	1	577	1899	172	614	0.0	584
g3532.t1	sp|O75817|POP7_HUMAN	61.165	103	34	1	76	366	14	116	3.11e-29	108
g3533.t1	sp|Q9QZ05|E2AK4_MOUSE	38.687	1706	913	38	16	4956	17	1648	0.0	1068
g3534.t1	sp|O60232|ZNRD2_HUMAN	64.646	99	35	0	4	300	7	105	6.53e-42	144
g3537.t1	sp|O95069|KCNK2_HUMAN	37.379	206	120	4	148	756	76	275	2.81e-30	122
g3538.t1	sp|Q8IW70|T151B_HUMAN	50.980	357	164	4	130	1170	45	400	7.90e-113	353
g3540.t1	sp|Q5JU00|DRC5_HUMAN	51.620	463	216	3	43	1413	14	474	2.41e-170	492
g3543.t1	sp|Q13395|TARB1_HUMAN	22.308	520	348	13	1297	2721	883	1391	8.96e-34	144
g3544.t1	sp|E9Q368|TARB1_MOUSE	56.633	196	78	2	43	615	1379	1572	2.11e-62	213
g3546.t1	sp|Q6UXS0|CL19A_HUMAN	40.559	143	75	3	85	486	40	181	5.71e-23	93.2
g3548.t1	sp|Q2TGI8|ZDH22_RAT	31.718	227	149	2	22	687	25	250	5.88e-37	134
g3550.t1	sp|Q5ZJQ8|UBAC2_CHICK	36.096	374	205	10	1	1113	1	343	4.42e-52	179
g3555.t1	sp|Q803I8|SYVN1_DANRE	77.910	335	74	0	1	1005	2	336	0.0	561
g3556.t1	sp|Q8R496|SPDYA_RAT	59.686	191	68	2	139	708	55	237	3.44e-75	234
g3557.t1	sp|P80404|GABT_HUMAN	53.465	101	46	1	175	477	40	139	1.17e-33	127
g3558.t1	sp|P80404|GABT_HUMAN	52.012	323	154	1	1	966	177	499	3.66e-125	370
g3559.t1	sp|Q9BVS5|TR61B_HUMAN	36.970	330	195	7	688	1656	150	473	4.39e-59	207
g3560.t1	sp|Q8WPD0|LECG_PATPE	36.879	141	81	5	73	480	27	164	9.53e-23	92.0
g3565.t1	sp|Q3V6T2|GRDN_HUMAN	40.941	1551	844	23	19	4485	10	1550	0.0	891
g3565.t2	sp|Q3V6T2|GRDN_HUMAN	40.627	1563	844	24	19	4521	10	1550	0.0	882
g3569.t1	sp|Q8BH86|GLUCM_MOUSE	46.667	315	159	5	1	933	303	612	1.31e-91	288
g3570.t1	sp|A6LX31|Y2760_CLOB8	40.856	257	148	3	40	810	8	260	1.81e-66	211
g3577.t1	sp|Q6BEA0|PLXA4_DANRE	31.509	749	459	24	4	2187	440	1155	4.35e-103	362
g3578.t1	sp|Q6BEA0|PLXA4_DANRE	29.670	364	189	13	109	1032	42	394	2.70e-30	125
g3579.t1	sp|Q80T85|DCAF5_MOUSE	59.277	415	160	2	13	1230	13	427	6.46e-164	504
g3580.t1	sp|Q9CWG8|NDUF7_MOUSE	54.061	394	167	7	124	1299	30	411	2.41e-140	412
g3581.t1	sp|Q96Q07|BTBD9_HUMAN	64.089	582	202	3	1	1746	1	575	0.0	786
g3583.t1	sp|Q7L266|ASGL1_HUMAN	51.325	302	136	5	61	957	12	305	3.04e-83	257
g3584.t1	sp|Q05090|KLC_STRPU	80.208	672	91	8	19	1929	19	683	0.0	958
g3584.t2	sp|Q05090|KLC_STRPU	79.464	672	89	8	19	1908	19	683	0.0	941
g3584.t3	sp|Q05090|KLC_STRPU	80.208	672	93	8	19	1935	19	683	0.0	958
g3591.t1	sp|Q69ZR2|HECD1_MOUSE	69.334	1337	325	15	1	3840	1	1309	0.0	1777
g3591.t1	sp|Q69ZR2|HECD1_MOUSE	55.556	171	71	3	4711	5217	1759	1926	1.55e-47	192
g3592.t1	sp|Q9ULT8|HECD1_HUMAN	59.223	618	213	7	169	1917	1997	2610	0.0	717
g3593.t1	sp|C3XR70|ENOPH_BRAFL	56.250	256	106	2	8
